Col1,Col2,Col3,Col4
WPU_TXLKE001.GenWattsNew,10/19/2019 00:44:50,74,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:45:00,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:45:10,1,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:45:20,47,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:45:30,92,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:45:40,20,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:45:50,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:46:00,78,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:46:10,90,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:46:20,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:46:30,38,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:46:40,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:46:50,84,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:47:00,95,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:47:10,15,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:47:20,83,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:47:30,20,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:47:40,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:47:50,91,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:48:00,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:48:10,99,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:48:20,44,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:48:30,9,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:48:40,9,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:48:50,84,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:49:00,36,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:49:10,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:49:20,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:49:30,41,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:49:40,67,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:49:50,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:50:00,33,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:50:10,42,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:50:20,37,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:50:30,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:50:40,99,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:50:50,2,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:51:00,83,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:51:10,34,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:51:20,81,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:51:30,50,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:51:40,13,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:51:50,35,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:52:00,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:52:10,52,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:52:20,92,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:52:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:52:40,81,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:52:50,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:53:00,99,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:53:10,45,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:53:20,10,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:53:30,81,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:53:40,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:53:50,84,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:54:00,31,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:54:10,43,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:54:20,91,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:54:30,62,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:54:40,56,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:54:50,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:55:00,39,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:55:10,38,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:55:20,23,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:55:30,63,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:55:40,6,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:55:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:56:00,48,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:56:10,7,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:56:20,16,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:56:30,82,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:56:40,37,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:56:50,79,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:57:00,11,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:57:10,61,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:57:20,87,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:57:30,9,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:57:40,41,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:57:50,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:58:00,92,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:58:10,67,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:58:20,31,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:58:30,80,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:58:40,41,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:58:50,23,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:59:00,59,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:59:10,52,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:59:20,13,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 00:59:30,52,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 00:59:40,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 00:59:50,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:00:00,10,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:00:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:00:20,78,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:00:30,73,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:00:40,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:00:50,74,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:01:00,12,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:01:10,5,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:01:20,47,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:01:30,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:01:40,21,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:01:50,74,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:02:00,53,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:02:10,17,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:02:20,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:02:30,30,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:02:40,71,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:02:50,68,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:03:00,96,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:03:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:03:20,3,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:03:30,36,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:03:40,70,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:03:50,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:04:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:04:10,58,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:04:20,96,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:04:30,99,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:04:40,5,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:04:50,54,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:05:00,4,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:05:10,95,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:05:20,49,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:05:30,59,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:05:40,73,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:05:50,15,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:06:00,2,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:06:10,37,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:06:20,50,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:06:30,13,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:06:40,97,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:06:50,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:07:00,10,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:07:10,16,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:07:20,46,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:07:30,57,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:07:40,28,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:07:50,25,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:08:00,15,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:08:10,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:08:20,80,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:08:30,45,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:08:40,55,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:08:50,36,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:09:00,54,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:09:10,74,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:09:20,51,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:09:30,89,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:09:40,96,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:09:50,53,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:10:00,77,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:10:10,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:10:20,1,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:10:30,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:10:40,72,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:10:50,26,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:11:00,25,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:11:10,93,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:11:20,44,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:11:30,93,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:11:40,29,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:11:50,34,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:12:00,18,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:12:10,83,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:12:20,25,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:12:30,66,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:12:40,26,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:12:50,54,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:13:00,42,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:13:10,20,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:13:20,31,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:13:30,72,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:13:40,84,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:13:50,76,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:14:00,73,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:14:10,59,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:14:20,40,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:14:30,14,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:14:40,5,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:14:50,98,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:15:00,64,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:15:10,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:15:20,41,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:15:30,97,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:15:40,36,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:15:50,85,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:16:00,35,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:16:10,17,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:16:20,44,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:16:30,21,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:16:40,32,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:16:50,34,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:17:00,80,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:17:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:17:20,99,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:17:30,47,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:17:40,28,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:17:50,71,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:18:00,11,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:18:10,87,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:18:20,48,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:18:30,97,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:18:40,48,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:18:50,76,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:19:00,22,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:19:10,6,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:19:20,28,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:19:30,25,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:19:40,20,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:19:50,14,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:20:00,86,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:20:10,12,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:20:20,89,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:20:30,45,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:20:40,30,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:20:50,18,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:21:00,92,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:21:10,20,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:21:20,48,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:21:30,40,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:21:40,31,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:21:50,10,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:22:00,11,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:22:10,22,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:22:20,88,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:22:30,96,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:22:40,91,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:22:50,63,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:23:00,76,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:23:10,26,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:23:20,32,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:23:30,68,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:23:40,3,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:23:50,17,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:24:00,51,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:24:10,66,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:24:20,64,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:24:30,64,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:24:40,76,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:24:50,30,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:25:00,58,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:25:10,11,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:25:20,96,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:25:30,31,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:25:40,34,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:25:50,21,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:26:00,45,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:26:10,36,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:26:20,92,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:26:30,82,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:26:40,54,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:26:50,8,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:27:00,24,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:27:10,71,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:27:20,56,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:27:30,38,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:27:40,87,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:27:50,26,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:28:00,88,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:28:10,25,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:28:20,14,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:28:30,64,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:28:40,48,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:28:50,93,WPU_TXLKE001.GenWattsNew01
WPU_TXLKE001.RotorRPM,10/19/2019 01:29:00,81,WPU_TXLKE001.RotorRPM01
WPU_TXLKE001.GenWatts,10/19/2019 01:29:10,18,WPU_TXLKE001.GenWatts01
WPU_TXLKE001.GenWattsNew,10/19/2019 01:29:20,9,WPU_TXLKE001.GenWattsNew01
